City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Date
Delhi,190.28,363.92,22.98,34.32,31.29,22.93,1.59,18.8,63.57,342.0,Very Poor,2018-12-09
Delhi,233.64,469.36,18.21,36.91,26.26,22.26,2.0,10.63,52.82,371.0,Very Poor,2018-12-10
Delhi,330.28,574.92,32.21,39.08,46.56,25.26,3.71,15.48,59.62,545.0,Severe,2018-12-11
Delhi,229.92,435.23,16.56,38.89,33.88,22.96,2.26,14.3,56.43,535.0,Severe,2018-12-12
Delhi,87.03,144.2,14.92,40.7,33.58,20.72,0.54,9.94,58.55,265.0,Poor,2018-12-13
Delhi,122.25,203.12,14.65,38.84,32.39,20.14,0.74,9.7,60.13,256.0,Poor,2018-12-14
Delhi,139.92,218.48,15.16,40.67,33.73,20.23,0.85,10.97,61.0,312.0,Very Poor,2018-12-15
Delhi,151.39,244.76,22.04,44.89,41.51,21.22,0.99,14.36,62.09,317.0,Very Poor,2018-12-16
Delhi,193.05,311.62,29.43,49.17,49.0,22.47,1.63,12.36,61.44,338.0,Very Poor,2018-12-17
Delhi,225.19,353.54,25.72,51.5,47.97,22.08,1.91,15.62,64.83,375.0,Very Poor,2018-12-18
Delhi,247.9,404.03,32.84,53.63,54.29,23.02,2.28,16.87,62.09,386.0,Very Poor,2018-12-19
Delhi,300.23,468.55,42.21,50.64,61.02,23.98,3.38,14.52,64.81,431.0,Severe,2018-12-20
Delhi,278.45,438.89,28.14,51.84,48.33,22.4,2.18,12.54,63.74,422.0,Severe,2018-12-21
Delhi,324.04,519.59,24.78,56.34,49.78,22.43,2.91,14.6,65.13,477.0,Severe,2018-12-22
Delhi,402.98,607.66,37.6,55.41,58.57,23.95,3.89,15.22,62.96,579.0,Severe,2018-12-23
Delhi,400.85,593.97,33.82,50.89,54.26,23.03,4.29,19.63,60.49,621.0,Severe,2018-12-24
Delhi,268.34,412.06,15.02,42.57,34.34,19.85,2.09,11.17,60.38,475.0,Severe,2018-12-25
Delhi,290.02,429.48,21.82,43.01,39.79,20.52,2.32,13.92,61.45,422.0,Severe,2018-12-26
Delhi,387.52,576.47,59.81,47.27,72.73,25.28,6.13,18.56,60.42,574.0,Severe,2018-12-27
Delhi,262.62,409.59,14.3,40.08,32.75,19.35,1.7,13.22,60.37,424.0,Severe,2018-12-28
Delhi,321.41,488.64,23.86,42.89,40.68,20.69,2.48,16.27,61.28,438.0,Severe,2018-12-29
Delhi,383.21,572.53,33.68,41.93,49.25,21.79,3.94,22.37,58.35,546.0,Severe,2018-12-30
Delhi,307.65,499.04,24.06,40.07,39.69,20.49,2.88,15.79,59.25,531.0,Severe,2018-12-31
Delhi,291.5,476.48,25.3,39.58,41.31,20.55,2.7,16.89,58.04,470.0,Severe,2019-01-01
Delhi,349.02,565.28,28.44,43.11,45.68,21.24,4.23,16.81,55.97,545.0,Severe,2019-01-02
Delhi,392.05,607.96,23.28,44.79,42.45,20.99,3.76,15.49,54.91,599.0,Severe,2019-01-03
Delhi,226.01,385.08,26.53,56.71,51.39,22.84,2.03,11.18,39.82,439.0,Severe,2019-01-04
Delhi,244.16,418.41,43.4,70.14,72.03,26.0,2.54,15.56,42.63,407.0,Severe,2019-01-05
Delhi,167.85,263.41,23.83,56.66,49.23,22.51,1.36,12.18,48.94,370.0,Very Poor,2019-01-06
Delhi,176.98,292.36,29.91,67.25,59.47,24.53,1.18,14.44,43.53,320.0,Very Poor,2019-01-07
Delhi,155.45,251.02,23.27,83.67,63.08,22.94,0.75,15.66,53.44,343.0,Very Poor,2019-01-08
Delhi,163.94,268.89,20.2,88.65,63.29,23.0,0.79,17.15,61.52,337.0,Very Poor,2019-01-09
Delhi,195.84,310.4,56.09,108.32,102.49,26.12,1.56,21.54,57.31,339.0,Very Poor,2019-01-10
Delhi,298.83,468.07,105.91,136.1,154.78,30.96,2.57,24.22,59.79,418.0,Severe,2019-01-11
Delhi,293.52,472.69,132.84,216.78,221.53,37.7,2.95,19.52,57.37,440.0,Severe,2019-01-12
Delhi,244.26,414.5,57.31,93.22,92.99,30.3,2.21,28.12,58.2,442.0,Severe,2019-01-13
Delhi,97.25,176.47,8.36,62.15,39.17,17.04,0.37,14.67,51.43,305.0,Very Poor,2019-01-14
Delhi,152.66,246.88,45.21,113.87,94.98,9.64,1.12,16.64,34.63,283.0,Poor,2019-01-15
Delhi,294.93,493.33,154.21,212.49,234.46,0.68,3.97,20.25,20.88,406.0,Severe,2019-01-16
Delhi,337.56,544.22,112.0,176.19,178.65,5.41,3.88,23.05,31.19,559.0,Severe,2019-01-17
Delhi,315.26,423.6,38.32,92.5,77.09,13.97,2.03,14.65,25.49,421.0,Severe,2019-01-18
Delhi,229.91,387.83,49.57,85.77,77.19,23.61,1.92,17.08,30.12,453.0,Severe,2019-01-19
Delhi,340.7,529.26,192.5,145.8,233.05,29.28,5.48,23.2,26.81,458.0,Severe,2019-01-20
Delhi,235.3,411.79,115.44,100.98,145.98,25.51,3.94,26.37,27.72,469.0,Severe,2019-01-21
Delhi,48.04,66.39,9.45,39.18,27.75,19.92,0.4,12.35,30.81,198.0,Moderate,2019-01-22
Delhi,145.5,212.0,7.37,2.38,6.13,18.54,1.44,14.34,12.94,163.0,Moderate,2019-01-23
Delhi,117.11,202.47,7.5,16.87,14.23,19.11,1.32,15.25,43.04,332.0,Very Poor,2019-01-24
Delhi,85.29,134.31,12.27,44.26,33.31,19.88,0.32,19.8,41.49,182.0,Moderate,2019-01-25
Delhi,106.43,163.8,12.68,39.91,31.35,19.8,0.44,14.71,46.47,248.0,Poor,2019-01-26
Delhi,149.21,218.51,12.2,46.19,34.32,19.77,0.66,18.19,39.62,303.0,Very Poor,2019-01-27
Delhi,132.77,209.83,9.85,46.0,28.92,19.71,0.54,18.74,47.24,315.0,Very Poor,2019-01-28
Delhi,167.66,259.68,16.79,55.62,43.01,20.17,0.96,23.24,39.13,326.0,Very Poor,2019-01-29
Delhi,227.51,345.77,24.08,64.21,53.44,20.63,1.46,29.01,33.81,360.0,Very Poor,2019-01-30
Delhi,211.36,365.34,56.4,73.52,84.22,21.63,2.24,21.15,34.53,393.0,Very Poor,2019-01-31
Delhi,194.35,299.67,23.85,66.43,54.41,20.57,1.52,13.02,23.2,342.0,Very Poor,2019-02-01
Delhi,145.62,228.33,11.35,34.49,25.17,19.37,0.81,11.3,27.21,347.0,Very Poor,2019-02-02
Delhi,75.87,145.84,12.81,45.58,41.25,21.0,0.59,11.01,40.0,133.0,Moderate,2019-02-08
Delhi,93.33,161.19,14.93,42.94,34.78,18.04,0.71,11.38,34.44,189.0,Moderate,2019-02-09
Delhi,166.46,271.88,24.02,56.43,49.23,18.48,1.36,11.85,29.96,309.0,Very Poor,2019-02-10
Delhi,170.19,284.74,26.46,56.27,51.1,18.6,1.51,12.33,30.79,340.0,Very Poor,2019-02-11
Delhi,199.34,345.07,29.62,65.4,58.48,19.01,1.86,12.73,41.14,342.0,Very Poor,2019-02-12
Delhi,204.49,354.97,50.23,88.81,87.42,19.75,2.51,12.5,38.21,363.0,Very Poor,2019-02-13
Delhi,163.21,251.49,39.07,72.44,67.68,19.16,2.41,12.05,23.56,356.0,Very Poor,2019-02-14
Delhi,124.69,190.46,25.46,52.65,47.12,18.51,1.22,11.67,22.78,298.0,Poor,2019-02-15
Delhi,118.69,177.52,15.62,40.37,33.96,18.16,0.94,11.14,25.62,306.0,Very Poor,2019-02-16
Delhi,108.66,186.43,17.45,45.77,38.31,18.21,1.01,11.55,37.52,267.0,Poor,2019-02-17
Delhi,116.6,223.24,26.41,66.49,56.5,18.88,1.52,12.0,27.42,302.0,Very Poor,2019-02-18
Delhi,133.02,231.53,37.02,55.07,57.55,20.34,1.54,13.15,27.84,256.0,Poor,2019-02-19
Delhi,111.67,187.23,21.06,45.72,36.6,25.04,1.5,19.01,20.23,318.0,Very Poor,2019-02-20
Delhi,81.79,185.21,30.38,45.87,36.41,37.02,1.42,22.44,31.86,168.0,Moderate,2019-02-21
Delhi,81.18,151.24,16.78,30.92,23.51,27.81,1.17,10.16,32.8,200.0,Moderate,2019-02-22
Delhi,70.16,129.8,8.52,31.93,18.49,24.44,0.5,5.84,50.23,118.0,Moderate,2019-02-23
Delhi,114.21,184.26,10.12,39.68,21.69,26.86,0.78,11.75,44.46,259.0,Poor,2019-02-24
Delhi,109.04,194.39,13.53,56.36,28.26,34.79,1.03,13.77,54.27,249.0,Poor,2019-02-25
Delhi,59.96,120.46,12.82,82.17,35.25,29.31,0.72,10.52,35.72,148.0,Moderate,2019-02-26
Delhi,42.56,84.98,8.05,51.13,23.53,24.67,0.33,4.48,43.1,101.0,Moderate,2019-02-27
Delhi,107.81,186.8,16.0,70.63,33.95,26.62,0.91,13.89,37.18,184.0,Moderate,2019-02-28
Delhi,99.64,187.17,13.37,65.93,31.06,23.4,0.7,12.73,36.48,246.0,Poor,2019-03-01
Delhi,132.95,210.59,19.17,74.87,37.13,21.81,1.45,20.36,17.81,262.0,Poor,2019-03-02
Delhi,69.38,108.17,11.1,46.43,23.06,20.02,0.9,10.48,34.34,223.0,Poor,2019-03-03
Delhi,110.13,177.47,20.84,39.54,28.72,21.76,1.27,11.99,37.16,227.0,Poor,2019-03-04
Delhi,84.35,146.05,9.78,34.69,20.28,18.59,0.69,8.03,32.29,203.0,Poor,2019-03-05
Delhi,97.75,182.86,9.75,39.04,21.46,19.12,0.73,8.54,37.07,234.0,Poor,2019-03-06
Delhi,112.04,211.44,16.57,48.84,28.57,21.4,1.08,5.94,40.35,249.0,Poor,2019-03-07
Delhi,90.01,192.64,12.99,48.43,26.17,20.53,0.99,7.02,51.52,216.0,Poor,2019-03-08
Delhi,82.53,172.34,10.0,37.45,21.19,18.66,0.74,5.21,38.08,191.0,Moderate,2019-03-09
Delhi,88.14,173.51,8.54,37.17,20.18,18.27,0.65,5.82,46.66,196.0,Moderate,2019-03-10
Delhi,88.82,221.35,9.09,54.59,25.38,20.21,1.04,6.11,47.92,189.0,Moderate,2019-03-11
Delhi,57.91,138.73,9.04,36.49,20.19,18.2,0.63,4.94,44.92,147.0,Moderate,2019-03-12
Delhi,80.7,222.79,17.87,52.32,29.19,20.96,0.78,7.26,36.65,152.0,Moderate,2019-03-13
Delhi,98.66,212.26,16.47,46.92,27.33,20.36,1.21,5.48,28.64,241.0,Poor,2019-03-14
Delhi,90.14,167.35,12.39,36.84,22.55,18.9,0.8,4.89,33.98,193.0,Moderate,2019-03-15
Delhi,76.84,148.95,7.48,28.53,18.3,18.98,0.56,7.12,54.15,170.0,Moderate,2019-03-16
Delhi,113.9,207.17,11.25,28.28,24.03,25.13,0.92,13.54,46.37,249.0,Poor,2019-03-17
Delhi,127.43,237.95,12.85,26.65,23.98,25.08,0.91,13.7,45.37,291.0,Poor,2019-03-18
Delhi,120.36,251.69,15.62,32.37,29.71,28.06,1.13,13.1,37.67,303.0,Very Poor,2019-03-19
Delhi,95.32,259.41,26.83,37.93,41.64,33.96,1.77,12.54,39.15,257.0,Poor,2019-03-20
Delhi,100.02,193.28,10.47,25.29,21.81,24.22,1.12,12.02,41.66,233.0,Poor,2019-03-21
Delhi,43.55,121.48,8.98,22.13,18.95,22.65,0.32,10.47,57.46,129.0,Moderate,2019-03-22
Delhi,73.16,157.85,8.57,23.06,19.13,23.03,0.51,14.3,65.67,138.0,Moderate,2019-03-23
Delhi,57.51,139.06,9.93,25.14,21.33,24.67,0.47,11.9,50.07,129.0,Moderate,2019-03-24
Delhi,73.41,157.54,10.98,26.6,22.93,26.05,0.59,13.27,36.29,136.0,Moderate,2019-03-25
Delhi,90.92,185.01,11.31,29.01,24.48,27.26,0.78,13.42,46.1,182.0,Moderate,2019-03-26
Delhi,106.24,231.47,13.55,36.9,30.46,31.57,1.0,16.04,43.95,237.0,Poor,2019-03-27
Delhi,140.38,287.9,21.95,48.09,43.14,40.98,1.7,22.68,37.2,300.0,Poor,2019-03-28
Delhi,115.28,282.12,29.88,57.28,54.37,49.65,1.96,18.38,31.3,290.0,Poor,2019-03-29
Delhi,106.2,273.01,27.99,57.55,52.99,48.04,1.73,22.37,45.56,260.0,Poor,2019-03-30
Delhi,55.55,184.18,15.43,39.32,33.26,35.75,0.65,19.22,46.34,190.0,Moderate,2019-03-31
Delhi,63.92,186.25,11.2,33.07,18.74,30.19,0.41,15.79,49.72,153.0,Moderate,2019-04-01
Delhi,124.05,311.5,15.48,39.75,32.44,27.66,1.68,19.64,66.64,319.0,Very Poor,2019-04-04
Delhi,118.75,304.34,15.75,38.62,33.13,27.62,1.74,19.04,51.8,288.0,Poor,2019-04-05
Delhi,106.16,346.11,11.22,30.92,25.43,23.76,1.18,18.26,58.46,295.0,Poor,2019-04-06
Delhi,164.29,438.95,13.83,28.68,26.27,24.55,1.66,15.84,57.4,340.0,Very Poor,2019-04-07
Delhi,75.23,306.12,12.01,30.57,25.86,24.13,0.68,12.14,59.64,337.0,Very Poor,2019-04-08
Delhi,120.46,287.6,18.06,33.23,31.92,26.83,1.36,14.49,55.62,282.0,Poor,2019-04-09
Delhi,101.89,264.48,15.12,28.8,26.92,24.03,1.21,13.5,45.1,268.0,Poor,2019-04-10
Delhi,71.53,218.69,10.26,27.38,22.58,22.25,0.69,15.06,46.78,188.0,Moderate,2019-04-11
Delhi,55.78,240.21,53.89,31.72,58.92,39.89,0.78,16.31,68.18,190.0,Moderate,2019-04-12
Delhi,48.74,164.72,8.86,16.6,15.72,19.77,0.27,17.19,44.51,134.0,Moderate,2019-04-14
Delhi,54.49,207.61,10.15,26.86,22.23,22.48,0.52,28.64,41.11,158.0,Moderate,2019-04-15
Delhi,51.2,193.77,7.95,24.15,19.21,20.94,0.51,8.84,35.8,200.0,Moderate,2019-04-16
Delhi,33.03,70.4,7.64,23.76,18.74,20.77,0.4,8.57,41.66,98.0,Satisfactory,2019-04-17
Delhi,42.56,92.11,11.55,23.99,21.56,21.9,0.41,14.92,46.87,86.0,Satisfactory,2019-04-18
Delhi,76.07,178.35,10.71,29.64,23.85,23.4,0.71,19.72,42.74,127.0,Moderate,2019-04-19
Delhi,127.5,248.27,10.75,34.69,26.53,24.4,1.14,34.25,52.18,280.0,Poor,2019-04-20
Delhi,125.61,271.74,11.76,33.01,26.59,24.57,1.34,27.4,49.9,305.0,Very Poor,2019-04-21
Delhi,107.06,274.39,16.93,37.23,33.13,27.83,1.31,30.1,49.08,257.0,Poor,2019-04-22
Delhi,124.78,326.12,13.8,35.48,29.9,26.21,1.36,27.45,46.7,290.0,Poor,2019-04-23
Delhi,84.0,288.39,11.15,33.8,26.67,25.11,1.01,17.96,57.22,235.0,Poor,2019-04-24
Delhi,86.0,293.08,21.78,19.22,22.02,19.21,0.97,15.56,74.73,265.0,Poor,2019-04-25
Delhi,82.26,260.09,30.22,44.69,47.0,33.81,0.82,26.03,52.21,214.0,Poor,2019-04-26
Delhi,70.19,347.8,22.57,39.62,38.92,36.69,0.38,23.33,65.26,248.0,Poor,2019-04-27
Delhi,78.44,302.36,29.47,28.24,38.16,40.55,0.37,22.56,63.97,281.0,Poor,2019-04-28
Delhi,88.61,279.7,28.61,25.33,33.72,39.35,0.47,29.88,65.54,255.0,Poor,2019-04-29
Delhi,73.46,324.62,18.37,37.74,31.49,21.27,0.66,21.44,115.07,214.0,Poor,2019-04-30
Delhi,120.5,329.07,13.52,29.33,26.15,21.34,1.33,28.19,64.74,284.0,Poor,2019-05-01
Delhi,81.35,335.5,9.05,20.07,17.92,22.81,1.12,20.15,76.78,295.0,Poor,2019-05-02
Delhi,47.13,133.51,7.68,19.28,16.4,18.91,0.46,15.15,83.11,194.0,Moderate,2019-05-03
Delhi,84.86,224.71,7.51,19.07,16.15,20.44,0.82,23.68,70.55,163.0,Moderate,2019-05-04
Delhi,135.74,303.32,7.63,20.35,16.95,19.78,1.16,35.16,75.99,282.0,Poor,2019-05-05
Delhi,163.31,360.19,10.2,22.87,20.33,21.38,2.06,40.81,67.99,329.0,Very Poor,2019-05-06
Delhi,157.83,423.84,10.43,23.06,20.61,19.99,1.84,37.7,44.75,344.0,Very Poor,2019-05-07
Delhi,196.24,481.91,11.51,22.22,21.02,22.7,2.24,43.93,51.53,455.0,Severe,2019-05-08
Delhi,173.72,456.62,7.91,19.65,16.78,19.4,1.51,41.12,59.87,437.0,Severe,2019-05-09
Delhi,119.43,394.38,7.31,16.1,14.42,20.52,1.0,25.33,62.65,396.0,Very Poor,2019-05-10
Delhi,112.36,287.35,7.4,16.83,14.87,19.14,0.88,24.96,70.13,263.0,Poor,2019-05-11
Delhi,200.39,559.99,10.86,19.65,19.14,19.06,1.29,24.14,67.81,460.0,Severe,2019-05-12
Delhi,170.75,375.66,10.27,19.85,18.77,24.31,1.9,38.89,62.85,451.0,Severe,2019-05-13
Delhi,57.02,116.03,7.52,15.72,14.38,19.93,0.43,10.14,52.6,198.0,Moderate,2019-05-14
Delhi,92.34,185.74,9.92,19.11,18.11,23.0,1.14,20.18,117.78,196.0,Moderate,2019-05-15
Delhi,93.9,758.83,9.98,20.32,16.28,25.87,0.9,8.6,32.41,169.0,Moderate,2019-05-16
Delhi,103.36,387.32,12.3,18.7,19.8,24.74,1.5,8.19,27.26,461.0,Severe,2019-05-17
Delhi,47.43,364.36,7.94,14.07,13.83,21.3,0.78,7.04,36.32,337.0,Very Poor,2019-05-18
Delhi,96.62,169.95,7.86,15.61,14.59,20.81,0.52,11.56,56.16,240.0,Poor,2019-05-19
Delhi,118.6,240.24,10.16,30.82,24.47,25.42,0.74,17.74,46.07,275.0,Poor,2019-05-20
Delhi,99.32,227.45,12.73,43.26,33.19,34.61,0.55,27.92,45.24,261.0,Poor,2019-05-21
Delhi,82.03,244.93,15.61,49.53,38.84,38.84,0.53,19.85,25.02,183.0,Moderate,2019-05-22
Delhi,119.95,271.75,19.59,49.75,42.14,41.46,0.78,29.16,37.61,273.0,Poor,2019-05-23
Delhi,44.83,107.67,16.58,39.57,34.31,35.8,0.68,5.39,19.06,162.0,Moderate,2019-05-24
Delhi,49.17,147.14,11.24,29.75,24.81,30.23,0.37,8.44,49.2,126.0,Moderate,2019-05-25
Delhi,64.52,139.54,10.29,34.01,26.32,30.81,0.49,17.95,56.76,124.0,Moderate,2019-05-26
Delhi,70.65,187.05,11.16,41.76,31.14,34.4,0.6,25.29,53.49,146.0,Moderate,2019-05-27
Delhi,82.3,207.56,12.01,47.9,35.08,36.8,0.75,34.32,60.06,162.0,Moderate,2019-05-28
Delhi,91.54,244.54,15.51,47.46,37.14,38.4,0.76,44.03,56.9,214.0,Poor,2019-05-29
Delhi,59.11,223.8,30.63,48.09,50.09,54.61,1.04,46.01,42.49,185.0,Moderate,2019-05-30
Delhi,82.31,501.2,23.02,38.45,29.77,56.15,0.71,32.55,56.71,314.0,Very Poor,2019-05-31
Delhi,104.63,938.5,37.27,100.75,8.91,49.37,1.07,19.67,41.63,688.0,Severe,2019-06-01
Delhi,76.65,246.47,17.76,34.52,32.57,38.78,0.7,4.63,25.28,199.0,Moderate,2019-06-02
Delhi,64.69,329.73,12.68,19.59,20.56,23.78,0.57,4.49,23.64,238.0,Poor,2019-06-03
Delhi,53.82,183.81,11.45,19.01,19.27,23.22,0.6,4.65,30.01,211.0,Poor,2019-06-04
Delhi,76.01,215.71,14.88,19.93,22.51,23.95,1.01,11.51,27.44,175.0,Moderate,2019-06-05
Delhi,74.46,239.55,20.64,28.62,31.62,21.82,0.66,14.67,62.68,187.0,Moderate,2019-06-06
Delhi,52.52,153.04,30.08,34.48,42.38,16.29,0.54,2.53,99.01,252.0,Poor,2019-06-07
Delhi,55.09,154.95,31.26,36.2,44.26,17.59,0.69,2.82,94.12,219.0,Poor,2019-06-08
Delhi,104.97,277.45,41.8,37.73,53.5,15.46,1.0,6.84,73.6,216.0,Poor,2019-06-09
Delhi,73.41,255.79,63.79,32.2,68.16,19.41,1.34,5.91,75.23,232.0,Poor,2019-06-10
Delhi,98.66,528.99,47.47,35.01,56.6,17.37,0.71,7.99,48.3,367.0,Very Poor,2019-06-11
Delhi,52.67,274.25,38.84,39.17,51.91,15.47,0.58,1.86,99.47,341.0,Very Poor,2019-06-12
Delhi,48.22,192.26,32.11,34.96,44.29,18.35,0.35,2.16,78.18,190.0,Moderate,2019-06-13
Delhi,53.38,210.35,30.76,36.72,44.14,19.28,0.35,3.75,86.55,179.0,Moderate,2019-06-14
Delhi,85.39,304.79,28.95,41.85,45.42,19.98,0.46,7.45,82.97,212.0,Poor,2019-06-15
Delhi,43.56,193.97,29.16,38.85,44.0,17.73,0.09,1.16,71.69,223.0,Poor,2019-06-16
Delhi,40.74,162.48,30.97,38.78,45.41,17.95,0.12,1.52,67.13,137.0,Moderate,2019-06-17
Delhi,32.42,69.35,27.37,42.98,44.76,17.0,0.39,1.74,85.04,129.0,Moderate,2019-06-18
Delhi,86.21,231.04,36.93,37.59,49.55,27.89,0.63,6.0,84.66,175.0,Moderate,2019-06-19
Delhi,38.22,128.09,27.27,34.43,40.13,22.96,0.49,5.41,94.6,216.0,Poor,2019-06-20
Delhi,78.85,202.52,32.26,37.72,45.87,19.63,0.76,3.83,70.76,195.0,Moderate,2019-06-21
Delhi,74.79,167.86,23.39,32.54,36.02,23.7,0.44,5.4,89.8,193.0,Moderate,2019-06-22
Delhi,45.5,134.97,23.08,31.73,35.35,23.06,0.42,3.85,79.38,167.0,Moderate,2019-06-23
Delhi,26.97,90.68,26.1,29.37,36.51,24.72,0.36,3.6,49.92,112.0,Moderate,2019-06-24
Delhi,57.55,124.82,28.13,30.16,38.54,25.19,0.48,14.76,55.6,109.0,Moderate,2019-06-25
Delhi,66.89,156.41,27.22,28.73,37.06,24.88,0.55,19.38,46.47,135.0,Moderate,2019-06-26
Delhi,70.78,249.73,26.64,30.24,37.4,24.17,0.56,17.62,47.94,156.0,Moderate,2019-06-27
Delhi,76.01,272.11,28.68,28.86,38.27,23.29,0.58,18.89,36.11,229.0,Poor,2019-06-28
Delhi,68.13,311.25,32.36,32.1,42.96,29.49,0.45,25.25,33.78,249.0,Poor,2019-06-29
Delhi,61.08,266.64,38.91,38.05,51.36,34.28,0.44,21.18,40.53,233.0,Poor,2019-06-30
Delhi,56.45,176.21,24.92,39.22,40.8,32.73,0.34,19.39,65.55,172.0,Moderate,2019-07-01
Delhi,62.65,226.01,20.97,39.14,37.6,31.72,0.41,17.74,76.24,179.0,Moderate,2019-07-02
Delhi,42.46,115.82,26.65,42.98,44.18,30.52,0.48,15.28,43.53,142.0,Moderate,2019-07-03
Delhi,33.01,65.03,33.04,41.32,48.42,35.7,0.46,14.94,27.98,89.0,Satisfactory,2019-07-04
Delhi,51.8,99.39,42.28,40.77,55.51,38.35,0.71,14.68,18.46,84.0,Satisfactory,2019-07-05
Delhi,39.64,94.53,39.59,44.88,54.74,37.13,0.58,14.58,49.86,101.0,Moderate,2019-07-06
Delhi,43.26,84.82,34.34,48.01,53.01,37.37,0.55,14.18,26.4,90.0,Satisfactory,2019-07-07
Delhi,52.35,138.0,35.8,43.26,51.12,38.12,0.92,17.91,20.88,109.0,Moderate,2019-07-08
Delhi,44.44,119.85,38.87,40.89,52.84,40.04,0.75,17.85,4.06,119.0,Moderate,2019-07-09
Delhi,75.0,315.23,36.39,47.44,54.35,34.64,0.68,18.88,16.24,141.0,Moderate,2019-07-10
Delhi,32.09,51.23,14.64,25.45,24.49,24.78,0.82,15.51,8.55,55.0,Satisfactory,2019-07-17
Delhi,55.37,98.06,26.83,47.07,45.6,25.46,0.99,12.97,17.08,88.0,Satisfactory,2019-07-18
Delhi,68.86,142.05,84.44,94.74,117.95,46.53,1.26,7.74,52.59,125.0,Moderate,2019-07-19
Delhi,49.96,79.65,29.6,41.66,45.85,33.87,0.74,1.72,54.28,108.0,Moderate,2019-07-20
Delhi,53.88,100.68,27.55,32.36,39.25,25.82,0.96,0.96,59.24,184.0,Moderate,2019-07-21
Delhi,70.17,109.09,38.94,32.23,48.28,26.75,1.24,3.97,54.74,126.0,Moderate,2019-07-22
Delhi,149.41,130.95,27.0,27.98,36.48,23.88,1.3,3.29,36.53,282.0,Poor,2019-07-23
Delhi,80.19,164.74,35.96,27.01,43.13,23.84,1.55,3.82,35.95,258.0,Poor,2019-07-24
Delhi,23.92,54.19,112.36,148.97,169.45,76.7,0.53,10.12,48.04,119.0,Moderate,2019-07-25
Delhi,47.02,96.7,154.6,210.91,208.12,107.07,0.87,13.81,50.9,267.0,Poor,2019-07-26
Delhi,33.83,51.76,15.75,22.24,24.43,29.47,0.85,3.53,48.86,64.0,Satisfactory,2019-07-27
Delhi,35.11,59.12,15.97,19.45,23.12,27.53,0.8,3.32,53.38,73.0,Satisfactory,2019-07-28
Delhi,38.2,78.7,14.29,18.62,21.33,26.17,0.76,3.13,47.59,82.0,Satisfactory,2019-07-29
Delhi,48.7,99.03,13.7,17.96,20.51,25.53,0.74,3.03,48.94,97.0,Satisfactory,2019-07-30
Delhi,42.71,91.26,13.0,19.15,20.59,23.72,0.67,2.39,50.98,87.0,Satisfactory,2019-07-31
Delhi,46.43,101.15,13.9,19.58,21.54,23.61,0.74,2.15,50.44,99.0,Satisfactory,2019-08-01
Delhi,34.26,74.19,23.55,28.44,33.97,29.51,0.74,2.77,63.11,92.0,Satisfactory,2019-08-02
Delhi,43.18,81.77,65.18,47.97,77.66,59.86,0.76,5.43,77.71,102.0,Moderate,2019-08-03
Delhi,48.5,85.05,58.45,54.28,75.64,60.86,0.77,5.42,78.12,102.0,Moderate,2019-08-04
Delhi,68.51,128.93,68.92,53.93,83.81,54.26,1.34,5.48,81.54,115.0,Moderate,2019-08-05
Delhi,35.35,55.19,62.43,54.13,78.74,59.25,0.91,4.94,83.59,102.0,Moderate,2019-08-06
Delhi,36.94,61.75,42.66,46.08,58.64,38.02,0.79,3.85,80.21,124.0,Moderate,2019-08-07
Delhi,46.02,107.98,23.13,36.56,37.95,28.82,0.77,2.89,80.49,105.0,Moderate,2019-08-08
Delhi,21.55,74.61,15.69,34.24,30.77,26.18,0.48,2.63,75.07,93.0,Satisfactory,2019-08-09
Delhi,23.27,48.45,18.13,36.44,33.89,27.68,0.53,2.75,72.9,79.0,Satisfactory,2019-08-10
Delhi,39.53,75.57,21.78,37.96,37.61,28.83,0.62,1.14,62.74,73.0,Satisfactory,2019-08-11
Delhi,26.09,55.79,19.41,37.0,35.19,30.83,0.58,1.61,50.42,64.0,Satisfactory,2019-08-12
Delhi,29.22,61.48,22.27,39.03,38.58,34.6,0.62,2.12,46.73,73.0,Satisfactory,2019-08-13
Delhi,34.97,55.71,19.62,38.98,36.43,33.54,0.65,1.79,56.7,78.0,Satisfactory,2019-08-14
Delhi,37.88,64.03,17.7,37.04,33.86,28.2,0.59,1.74,59.29,76.0,Satisfactory,2019-08-15
Delhi,18.07,26.67,11.52,38.87,29.89,41.32,0.36,1.35,22.99,38.0,Good,2019-08-17
Delhi,19.09,34.0,11.62,41.0,31.1,46.36,0.44,1.22,27.27,47.0,Good,2019-08-18
Delhi,52.55,89.33,19.4,44.68,39.07,43.14,1.12,1.77,31.27,96.0,Satisfactory,2019-08-19
Delhi,47.96,93.21,10.2,32.08,25.22,37.71,0.57,0.93,28.75,94.0,Satisfactory,2019-08-20
Delhi,60.59,146.83,9.94,32.51,25.25,36.41,0.57,0.88,32.38,110.0,Moderate,2019-08-21
Delhi,52.69,127.2,11.65,37.64,29.34,34.53,0.81,0.97,28.35,125.0,Moderate,2019-08-22
Delhi,57.16,149.96,12.42,37.76,30.02,37.21,0.79,2.28,28.98,129.0,Moderate,2019-08-23
Delhi,68.34,151.12,11.76,40.72,31.07,40.02,0.87,5.2,35.3,136.0,Moderate,2019-08-24
